Trait,CHR,pStart,pEnd,Gene,pval_skat
blood_rbc_count,6,31079242,31080016,C6orf15,5.41530187200044e-13
blood_rbc_count,6,31098832,31107648,PSORS1C1,4.40169072100907e-13
blood_rbc_count,6,31373985,31379059,MICA,5.80366978945688e-12
blood_rbc_count,6,31496915,31497706,MCCD1,3.10359891734804e-15
blood_rbc_count,6,31513402,31514247,ATP6V1G2,4.12453366209466e-26
blood_rbc_count,6,31591808,31605199,PRRC2A,3.7284580656392096e-18
blood_rbc_count,6,31631334,31632134,GPANK1,4.09220403692234e-12
blood_rbc_count,6,31915144,31918903,CFB,4.46894176203003e-10
blood_rbc_count,6,31920687,31925848,RDBP,4.79508553239018e-21
blood_rbc_count,6,31937762,31939345,DOM3Z,9.76299099784196e-19
blood_rbc_count,6,32163274,32191457,NOTCH4,3.0544653043434703e-17
blood_rbc_count,6,32261507,32339076,C6orf10,2.9728427180527e-23
blood_rbc_count,6,34287912,34354073,NUDT3,4.35416417434683e-08
blood_rbc_count,6,43738977,43751037,VEGFA,6.42158800680894e-11
blood_rbc_count,6,109323519,109404198,SESN1,3.98582612093865e-11
blood_rbc_count,6,109727046,109760259,PPIL6,1.61592269295034e-08
blood_rbc_count,6,109788801,109802651,ZBTB24,2.80541422315039e-08
blood_rbc_count,6,109814941,109964827,AKD1,2.13833568391702e-08
blood_rbc_count,6,135239758,135254292,ALDH8A1,1.49116557446378e-67
blood_rbc_count,6,135296684,135371329,HBS1L,7.422075716107348e-122
blood_rbc_count,6,135506442,135539103,MYB,3.46220701710593e-30
blood_rbc_count,6,135623584,135796882,AHI1,2.54037944544394e-27
blood_rbc_count,6,136191942,136500778,PDE7B,7.12352391949924e-18
blood_rbc_count,7,50531713,50610918,DDC,1.4428515268287898e-12
blood_rbc_count,7,99077236,99085103,ZNF789,7.58570337655584e-08
blood_rbc_count,7,100241402,100251369,ACTL6B,2.48172306092156e-24
blood_rbc_count,7,100406207,100423845,EPHB4,2.78462056070351e-32
blood_rbc_count,7,100620058,100657571,MUC12,5.254768010975421e-15
blood_rbc_count,9,4795595,4854307,RCL1,4.99947265178977e-10
blood_rbc_count,9,136259231,136270538,C9orf96,8.816194136621621e-21
blood_rbc_count,9,136287582,136323845,ADAMTS13,5.62459355778695e-30
blood_rbc_distrib_width,1,3736850,3765758,CEP104,5.1010941948755504e-21
blood_rbc_distrib_width,1,25877492,25892880,LDLRAP1,5.14954982268307e-10
blood_rbc_distrib_width,1,158450238,158450382,OR10R2,2.41497104522736e-15
blood_rbc_distrib_width,1,158549421,158549511,OR10X1,2.81444066680698e-12
blood_rbc_distrib_width,1,158584091,158653509,SPTA1,9.87371979341826e-15
blood_rbc_distrib_width,1,203667536,203708772,ATP2B4,2.24085480897928e-10
blood_rbc_distrib_width,1,203767822,203769532,ZBED6,3.65611217812647e-11
blood_rbc_distrib_width,1,248021765,248039713,TRIM58,1.96446403803525e-41
blood_rbc_distrib_width,10,46111895,46157099,ANUBL1,1.17517404477901e-16
blood_rbc_distrib_width,11,2325427,2337650,TSPAN32,1.66156471819126e-09
blood_rbc_distrib_width,11,16001354,16419171,SOX6,4.4555797087028e-17
blood_rbc_distrib_width,11,61599991,61627811,FADS2,3.43828399480853e-11
blood_rbc_distrib_width,11,65293463,65302893,SCYL1,5.76643470036806e-09
blood_rbc_distrib_width,11,116620377,116639335,BUD13,2.7785116177178e-10
blood_rbc_distrib_width,12,54637775,54649978,CBX5,2.7127907684941e-24
blood_rbc_distrib_width,12,54892220,54934521,NCKAP1L,9.72901267147645e-14
blood_rbc_distrib_width,12,112869780,112935344,PTPN11,2.42881327383521e-15
blood_rbc_distrib_width,12,121458400,121476423,OASL,3.4570747299492103e-10
blood_rbc_distrib_width,13,113354851,113531289,ATP11A,1.39979457113151e-11
blood_rbc_distrib_width,14,23519131,23524466,CDH24,6.473887879657231e-10
blood_rbc_distrib_width,14,23531507,23564437,ACIN1,3.8204572838651504e-09
blood_rbc_distrib_width,14,65222217,65289383,SPTB,3.12620767064252e-22
blood_rbc_distrib_width,14,65383689,65555251,CHURC1,1.16058390305618e-11
blood_rbc_distrib_width,14,73404752,73424409,DCAF4,1.8014768393280597e-09
blood_rbc_distrib_width,15,78466127,78526317,ACSBG1,2.52101346081995e-14
blood_rbc_distrib_width,15,78559937,78567384,DNAJA4,3.741296643395649e-10
blood_rbc_distrib_width,15,91293809,91357554,BLM,1.24353287229325e-10
blood_rbc_distrib_width,15,91449015,91461545,MAN2A2,8.32316783349123e-30
blood_rbc_distrib_width,15,91483392,91493972,UNC45A,1.62900193540463e-10
blood_rbc_distrib_width,15,91511749,91533068,PRC1,5.372521622068621e-31
blood_rbc_distrib_width,15,91544185,91562676,VPS33B,3.04020478116006e-10
blood_rbc_distrib_width,16,89337526,89382880,ANKRD11,9.10800092013275e-08
blood_rbc_distrib_width,17,27032367,27035482,PROCA1,3.35582681134038e-09
blood_rbc_distrib_width,17,42287433,42292696,UBTF,5.24305003857251e-08
blood_rbc_distrib_width,17,43516738,43555253,PLEKHM1,6.78247296398818e-37
blood_rbc_distrib_width,17,44044058,44089281,MAPT,1.09951620806907e-09
blood_rbc_distrib_width,17,44116843,44248848,KIAA1267,3.831302204501351e-09
blood_rbc_distrib_width,17,56620167,56621286,C17orf47,4.74809940254062e-08
blood_rbc_distrib_width,17,57839539,57916165,VMP1,1.46192039337365e-10
blood_rbc_distrib_width,17,67081278,67125337,ABCA6,1.20756220304578e-09
blood_rbc_distrib_width,17,76127746,76134407,TMC8,5.074327573241581e-10
blood_rbc_distrib_width,18,43436700,43543239,EPG5,2.9871225378424897e-12
blood_rbc_distrib_width,18,43569532,43628043,PSTPIP2,7.703021604111851e-17
blood_rbc_distrib_width,18,43802953,43841430,C18orf25,9.052606830304588e-26
blood_rbc_distrib_width,18,47095675,47109955,LIPG,5.93965499007254e-09
blood_rbc_distrib_width,19,8429323,8436164,ANGPTL4,2.68696964187598e-13
blood_rbc_distrib_width,19,10686123,10694720,AP1M2,1.08730449560926e-12
blood_rbc_distrib_width,19,11284028,11304404,KANK2,1.59491041374029e-20
blood_rbc_distrib_width,19,12965675,12982783,MAST1,6.90295543484998e-20
blood_rbc_distrib_width,19,13010516,13024250,GCDH,8.98382446212764e-08
blood_rbc_distrib_width,19,33223766,33279598,TDRD12,2.4959782837862903e-09
blood_rbc_distrib_width,19,34668294,34716108,LSM14A,9.09966746398538e-09
blood_rbc_distrib_width,19,45284266,45299199,CBLC,1.8299222996629e-12
blood_rbc_distrib_width,19,45351516,45390333,PVRL2,3.8368763547986006e-16
blood_rbc_distrib_width,19,45394969,45405062,TOMM40,7.29184611321391e-18
blood_rbc_distrib_width,19,45410002,45412079,APOE,1.84994304792927e-94
blood_rbc_distrib_width,2,60689522,60771729,BCL11A,3.06104784639676e-13
blood_rbc_distrib_width,2,169321441,169623309,CERS6,2.42224735448701e-10
blood_rbc_distrib_width,20,30809800,30819912,POFUT1,2.17706530326998e-11
blood_rbc_distrib_width,21,34915685,34926260,SON,3.60207965677262e-08
blood_rbc_distrib_width,21,34966932,34997018,CRYZL1,4.58156706517553e-08
blood_rbc_distrib_width,21,35091885,35253882,ITSN1,2.62326347802829e-13
blood_rbc_distrib_width,22,28378384,29056152,TTC28,9.78824926980775e-10
blood_rbc_distrib_width,22,37453256,37455874,KCTD17,3.03006062508952e-11
blood_rbc_distrib_width,22,37462813,37499565,TMPRSS6,2.1497869023903397e-28
blood_rbc_distrib_width,3,48680470,48697654,CELSR3,5.1855136446570494e-11
blood_rbc_distrib_width,3,132158769,132256930,DNAJC13,1.7671338772749298e-12
blood_rbc_distrib_width,3,133467517,133494354,TF,1.2211243904936e-08
blood_rbc_distrib_width,3,142171595,142294634,ATR,8.603560838087459e-13
blood_rbc_distrib_width,3,171331722,171431912,PLD1,1.1523857620383202e-09
blood_rbc_distrib_width,3,195591056,195620808,TNK2,2.0048894585848e-15
blood_rbc_distrib_width,3,195926387,195936702,ZDHHC19,5.15931326550145e-08
blood_rbc_distrib_width,5,668791,677718,TPPP,6.38905777172738e-08
blood_rbc_distrib_width,5,868846,889327,BRD9,2.31377822457191e-08
blood_rbc_distrib_width,5,1010108,1036962,NKD2,2.30084766549393e-50
blood_rbc_distrib_width,5,1053038,1103376,SLC12A7,3.4497003105548597e-77
blood_rbc_distrib_width,5,72314959,72376072,FCHO2,2.8218287706494e-08
blood_rbc_distrib_width,5,127423013,127499642,SLC12A2,1.18224716225317e-41
blood_rbc_distrib_width,5,127609633,127873114,FBN2,1.20349944063439e-36
blood_rbc_distrib_width,5,150563302,150596936,CCDC69,3.04450222368241e-21
blood_rbc_distrib_width,5,153429459,153432970,MFAP3,2.44008002333508e-13
blood_rbc_distrib_width,6,24808548,24873726,FAM65B,2.44703057227598e-13
blood_rbc_distrib_width,6,25293399,25619463,LRRC16A,4.1638675377085e-32
blood_rbc_distrib_width,6,25655059,25684405,SCGN,1.57188591271339e-10
blood_rbc_distrib_width,6,25762241,25779000,SLC17A4,1.6719973793683394e-55
blood_rbc_distrib_width,6,25812069,25826119,SLC17A1,3.98545115718035e-16
blood_rbc_distrib_width,6,25850845,25864898,SLC17A3,4.33266448821952e-85
blood_rbc_distrib_width,6,25914572,25925987,SLC17A2,2.37622885538213e-10
blood_rbc_distrib_width,6,25974204,25983010,TRIM38,2.4895261680281104e-15
blood_rbc_distrib_width,6,26367218,26374549,BTN3A2,9.64867631485001e-25
blood_rbc_distrib_width,6,26501897,26509382,BTN1A1,2.49008641297175e-22
blood_rbc_distrib_width,6,29141743,29142347,OR2J2,5.75456888284432e-38
blood_rbc_distrib_width,6,29323076,29323838,OR5V1,1.4816590269060702e-20
blood_rbc_distrib_width,6,29364643,29364835,OR12D2,3.02231513034621e-45
blood_rbc_distrib_width,6,30131503,30139699,TRIM15,9.16225639992592e-10
blood_rbc_distrib_width,6,30154049,30166266,TRIM26,1.89591223771264e-13
blood_rbc_distrib_width,6,30516353,30519258,GNL1,1.42857003656374e-39
blood_rbc_distrib_width,6,30540890,30553871,ABCF1,4.3818816505963395e-28
blood_rbc_distrib_width,6,30622459,30635760,DHX16,5.1664640374161e-20
blood_rbc_distrib_width,6,31237257,31238716,HLA-C,8.47946437509961e-08
blood_rbc_distrib_width,6,31513402,31514247,ATP6V1G2,6.31111484425759e-37
blood_rbc_distrib_width,6,31674944,31678073,LY6G6F,1.12578399623918e-12
blood_rbc_distrib_width,6,31708910,31728267,MSH5,9.724772899266473e-09
blood_rbc_distrib_width,6,31736065,31741659,C6orf27,4.24794956987995e-08
blood_rbc_distrib_width,6,31850332,31864674,EHMT2,2.06587178238688e-13
blood_rbc_distrib_width,6,31868765,31912523,ZBTB12,9.62944121220423e-14
blood_rbc_distrib_width,6,31928148,31937037,SKIV2L,3.4036716978975803e-10
blood_rbc_distrib_width,6,31937762,31939345,DOM3Z,6.46245650326449e-08
blood_rbc_distrib_width,6,32085278,32093922,ATF6B,1.89889807350448e-14
blood_rbc_distrib_width,6,32121659,32130329,PPT2,2.9006820201403603e-14
blood_rbc_distrib_width,6,32149883,32151934,AGER,6.72215624236202e-13
blood_rbc_distrib_width,6,32163274,32191457,NOTCH4,7.37602188600287e-12
blood_rbc_distrib_width,6,32261507,32339076,C6orf10,2.3442550362947803e-09
blood_rbc_distrib_width,6,32549284,32554386,HLA-DRB1,6.38761989968373e-08
blood_rbc_distrib_width,6,32822186,32826450,PSMB9,1.54742481725447e-16
blood_rbc_distrib_width,6,33045558,33053942,HLA-DPB1,9.89270187989888e-09
blood_rbc_distrib_width,6,109727046,109760259,PPIL6,1.80393218161997e-16
blood_rbc_distrib_width,6,109788801,109802651,ZBTB24,1.84400646032667e-11
blood_rbc_distrib_width,6,109814941,109964827,AKD1,2.42116139664865e-15
blood_rbc_distrib_width,6,110014882,110126393,FIG4,3.64618507198793e-12
blood_rbc_distrib_width,6,135239758,135254292,ALDH8A1,1.38500959826036e-12
blood_rbc_distrib_width,6,135296684,135371329,HBS1L,9.78373501218456e-32
blood_rbc_distrib_width,6,135506442,135539103,MYB,5.19276745493181e-14
blood_rbc_distrib_width,7,32548290,32622901,AVL9,6.39296911290377e-14
blood_rbc_distrib_width,7,33057508,33095443,NT5C3,3.71081314554424e-13
blood_rbc_distrib_width,7,33138280,33148261,RP9,4.97204629490767e-13
blood_rbc_distrib_width,7,33186737,33641367,BBS9,1.9283215537580101e-19
blood_rbc_distrib_width,7,99692163,99695026,MCM7,4.46298105138965e-08
blood_rbc_distrib_width,7,100218631,100227188,TFR2,2.57987328103785e-23
blood_rbc_distrib_width,8,9913362,10277269,MSRA,6.31279160808913e-14
blood_rbc_distrib_width,8,10623771,10696515,PINX1,5.987307205579381e-09
blood_rbc_distrib_width,8,10761287,11054397,XKR6,5.06364120545696e-11
blood_rbc_distrib_width,8,11702840,11710888,CTSB,5.78382552962609e-08
blood_rbc_distrib_width,8,19805708,19822741,LPL,2.80005149439073e-31
blood_rbc_distrib_width,8,26162883,26225914,PPP2R2A,1.56228812413682e-11
blood_rbc_distrib_width,8,41519248,41743589,ANK1,1.43598117090997e-13
blood_rbc_distrib_width,8,98659990,98728251,MTDH,7.527701187108869e-11
blood_rbc_distrib_width,9,131877248,131909736,PPP2R4,3.68582410657142e-15
blood_rbc_distrib_width,9,136287582,136323845,ADAMTS13,9.93456618288328e-17
blood_reticulocyte,1,3736850,3765758,CEP104,1.50154386521514e-12
blood_reticulocyte,1,22012208,22108543,USP48,8.79512530535883e-12
blood_reticulocyte,1,158450238,158450382,OR10R2,3.47891048398005e-08
blood_reticulocyte,1,158549421,158549511,OR10X1,3.38363854026206e-08
blood_reticulocyte,1,158584091,158653509,SPTA1,3.66696187485875e-63
blood_reticulocyte,1,247584591,247610829,NLRP3,4.65594526019463e-10
blood_reticulocyte,1,248021765,248039713,TRIM58,4.0025959128327603e-85
blood_reticulocyte,10,24873369,25006547,ARHGAP21,3.51044980283233e-16
blood_reticulocyte,10,25139850,25241502,PRTFDC1,7.45751170048121e-22
blood_reticulocyte,10,25281589,25304609,ENKUR,4.09617362251424e-08
blood_reticulocyte,10,45953767,46024729,MARCH8,3.69367607241518e-15
blood_reticulocyte,10,46111895,46157099,ANUBL1,1.47599208586961e-11
blood_reticulocyte,10,65315397,65378695,REEP3,4.6360355117096295e-11
blood_reticulocyte,10,71054102,71160699,HK1,2.34108693349869e-12
blood_reticulocyte,10,104019489,104140350,GBF1,9.26516980205874e-10
blood_reticulocyte,10,104633524,104653717,AS3MT,5.19022982660448e-10
blood_reticulocyte,10,104698571,104836853,CNNM2,1.48140976640997e-18
blood_reticulocyte,10,104850155,104934709,NT5C2,1.1266726087886e-09
blood_reticulocyte,10,105038008,105048217,INA,6.945165234790211e-10
blood_reticulocyte,10,105169582,105205302,PDCD11,7.4213726817469e-09
blood_reticulocyte,12,111490653,111785515,CUX2,5.26514438738823e-17
blood_reticulocyte,12,111911494,112015380,ATXN2,9.372134800712129e-13
blood_reticulocyte,12,112182876,112189001,ACAD10,2.41986703090748e-25
blood_reticulocyte,12,112869780,112935344,PTPN11,6.42467558479428e-69
blood_reticulocyte,12,121416864,121438844,HNF1A,3.28674261140804e-08
blood_reticulocyte,14,65222217,65289383,SPTB,3.9509738163553393e-11
blood_reticulocyte,14,65383689,65555251,CHURC1,2.5063026909620496e-11
blood_reticulocyte,14,94844843,94849201,SERPINA1,2.78960015558817e-16
blood_reticulocyte,14,104027557,104028270,BAG5,5.3115316509334e-20
blood_reticulocyte,14,104035519,104041768,C14orf153,4.34702980278701e-08
blood_reticulocyte,15,78559937,78567384,DNAJA4,1.00178197058154e-11
blood_reticulocyte,16,240338,276549,LUC7L,3.12952717074211e-08
blood_reticulocyte,16,88520070,88601360,ZFPM1,2.27049112165894e-11
blood_reticulocyte,17,33875688,33884804,SLFN14,3.10680786555014e-38
blood_reticulocyte,17,33921338,34046034,AP2B1,1.76062579061811e-17
blood_reticulocyte,17,40025453,40065774,ACLY,2.6026977113973e-10
blood_reticulocyte,17,43516738,43555253,PLEKHM1,2.24731552597753e-20
blood_reticulocyte,17,74313086,74336545,PRPSAP1,3.38685357537116e-08
blood_reticulocyte,19,932902,971082,ARID3A,9.676328312352911e-15
blood_reticulocyte,19,10686123,10694720,AP1M2,2.97107395332283e-09
blood_reticulocyte,19,10723572,10752352,SLC44A2,5.72813641265354e-14
blood_reticulocyte,19,10830281,10920315,DNM2,3.40394254661879e-10
blood_reticulocyte,19,11284028,11304404,KANK2,2.5382016116278798e-166
blood_reticulocyte,19,11581531,11587418,ELAVL3,8.89590771047111e-08
blood_reticulocyte,19,45410002,45412079,APOE,1.17107031322158e-36
blood_reticulocyte,19,46179110,46182304,GIPR,4.8870428102277e-11
blood_reticulocyte,2,23790221,23926659,KLHL29,1.17226362524878e-09
blood_reticulocyte,2,23980698,24148020,ATAD2B,1.24756654634645e-20
blood_reticulocyte,2,24188922,24218644,UBXN2A,8.877697759316819e-11
blood_reticulocyte,2,24242812,24244603,MFSD2B,1.22198898291097e-23
blood_reticulocyte,2,24290671,24298486,SF3B14,3.35921155582549e-24
blood_reticulocyte,2,220156103,220171765,PTPRN,7.827343714082891e-24
blood_reticulocyte,20,4157136,4167234,SMOX,8.53314774662494e-22
blood_reticulocyte,20,4203114,4225920,ADRA1D,6.783017763617969e-30
blood_reticulocyte,20,57594684,57599402,TUBB1,8.89130134176854e-17
blood_reticulocyte,21,30318134,30340565,LTN1,2.2097093458542804e-09
blood_reticulocyte,21,30458754,30543799,C21orf7,7.1832540157396e-09
blood_reticulocyte,3,47651536,47821025,SMARCC1,9.201024722321492e-17
blood_reticulocyte,3,47895705,48040283,MAP4,1.8461003363156102e-31
blood_reticulocyte,3,48205625,48229366,CDC25A,2.2171168125038505e-14
blood_reticulocyte,3,48414274,48422235,FBXW12,7.48206865465576e-25
blood_reticulocyte,3,48586697,48593672,PFKFB4,1.10759753873128e-09
blood_reticulocyte,3,48616291,48628014,COL7A1,4.4008568174065e-20
blood_reticulocyte,3,48716075,48719453,NCKIPSD,5.0076545622897e-16
blood_reticulocyte,3,48965078,49019488,ARIH2,9.12036832338643e-28
blood_reticulocyte,3,49067904,49089437,QRICH1,2.60962375611952e-17
blood_reticulocyte,3,49276196,49294250,CCDC36,5.50162888161941e-10
blood_reticulocyte,3,49326178,49372852,USP4,2.5325664591855697e-33
blood_reticulocyte,3,49597055,49701983,BSN,1.31964181462805e-29
blood_reticulocyte,3,49737954,49749976,RNF123,2.0145155705872905e-23
blood_reticulocyte,3,49768927,49771943,IP6K1,6.78849237296286e-25
blood_reticulocyte,3,49928614,49940078,MST1R,2.78893350384089e-13
blood_reticulocyte,3,50005916,50112998,RBM6,4.91362230029319e-53
blood_reticulocyte,3,50282876,50289853,GNAI2,8.70069581383159e-18
blood_reticulocyte,3,50408329,50519490,CACNA2D2,2.52626147453139e-26
blood_reticulocyte,3,50659586,50684811,MAPKAPK3,1.88916287316903e-09
blood_reticulocyte,3,50721022,51410485,DOCK3,7.916131725321188e-56
blood_reticulocyte,3,51626449,51690400,RAD54L2,2.05854693099983e-17
blood_reticulocyte,3,52011029,52014486,ABHD14A,7.95543370542688e-13
blood_reticulocyte,3,52120968,52170862,POC1A,3.0343200652799496e-11
blood_reticulocyte,3,52532118,52558008,STAB1,1.23845105499417e-10
blood_reticulocyte,3,52584787,52709810,PBRM1,7.41332484834084e-14
blood_reticulocyte,3,52756045,52795973,NEK4,1.58209772501867e-24
blood_reticulocyte,3,52833805,52836533,ITIH3,9.16514350201684e-12
blood_reticulocyte,3,52868445,52920440,MUSTN1,9.50689569194998e-09
blood_reticulocyte,3,53131277,53160243,RFT1,8.11561036435512e-10
blood_reticulocyte,4,1066769,1099797,RNF212,3.90831358088278e-08
blood_reticulocyte,4,144442252,144467805,SMARCA5,6.96211925680486e-10
blood_reticulocyte,4,144507710,144619314,FREM3,1.20344805989828e-13
blood_reticulocyte,4,145041577,145057120,GYPA,3.23249213349913e-08
blood_reticulocyte,5,52095943,52246131,ITGA1,1.04295567218975e-58
blood_reticulocyte,5,75700993,75997063,IQGAP2,8.21465131468578e-26
blood_reticulocyte,5,76115172,76117836,F2RL1,4.5169163854744e-12
blood_reticulocyte,5,154320820,154346296,MRPL22,7.63105162995996e-13
blood_reticulocyte,6,25762241,25779000,SLC17A4,1.20582415251444e-09
blood_reticulocyte,6,29141743,29142347,OR2J2,2.65535406995809e-08
blood_reticulocyte,6,29364643,29364835,OR12D2,1.6324587060583998e-12
blood_reticulocyte,6,29640951,29644502,ZFP57,9.0711957494899e-16
blood_reticulocyte,6,30121605,30128222,TRIM10,4.30367448471505e-36
blood_reticulocyte,6,30131503,30139699,TRIM15,7.653000934675299e-50
blood_reticulocyte,6,30154049,30166266,TRIM26,1.65135076729881e-29
blood_reticulocyte,6,30540890,30553871,ABCF1,3.7870289776894597e-11
blood_reticulocyte,6,30599702,30601067,ATAT1,4.01387495463368e-08
blood_reticulocyte,6,30622459,30635760,DHX16,2.6537761850157004e-10
blood_reticulocyte,6,31098832,31107648,PSORS1C1,1.95360376322748e-11
blood_reticulocyte,6,31513402,31514247,ATP6V1G2,4.10755001421107e-23
blood_reticulocyte,6,31583224,31583931,AIF1,8.5863738294333e-12
blood_reticulocyte,6,31591808,31605199,PRRC2A,3.24214441366765e-10
blood_reticulocyte,6,31920687,31925848,RDBP,4.46537110361466e-14
blood_reticulocyte,6,31937762,31939345,DOM3Z,5.95040104967026e-08
blood_reticulocyte,6,32085278,32093922,ATF6B,3.56550748925599e-08
blood_reticulocyte,6,32163274,32191457,NOTCH4,1.23955611611934e-11
blood_reticulocyte,6,32261507,32339076,C6orf10,2.63669103091958e-18
blood_reticulocyte,6,32605326,32609813,HLA-DQA1,7.0911146470514e-11
blood_reticulocyte,7,6051283,6062747,AIMP2,1.4264918447108e-11
blood_reticulocyte,7,72864869,72934080,BAZ1B,5.02733592122618e-08
blood_reticulocyte,7,99077236,99085103,ZNF789,1.01268073371759e-12
blood_reticulocyte,7,99250475,99272310,CYP3A5,1.75648525017036e-10
blood_reticulocyte,8,41519248,41743589,ANK1,1.84705860058099e-38
blood_wbc_count,1,92981330,93257374,EVI5,4.28631917923438e-08
blood_wbc_count,1,161677350,161680518,FCRLA,1.34467859069787e-09
blood_wbc_count,1,198613504,198714895,PTPRC,3.6618842418742896e-12
blood_wbc_count,1,224415342,224517064,NVL,7.6887269226385e-08
blood_wbc_count,11,108346177,108368145,KDELC2,4.15870782255467e-08
blood_wbc_count,11,118311869,118392566,MLL,5.3726218689196205e-09
blood_wbc_count,12,111490653,111785515,CUX2,6.319808439401441e-15
blood_wbc_count,12,111911494,112015380,ATXN2,1.06411410321577e-10
blood_wbc_count,12,112091244,112111717,BRAP,1.01356780446749e-10
blood_wbc_count,12,112182876,112189001,ACAD10,2.29694928597401e-13
blood_wbc_count,12,112471716,112545374,NAA25,3.45415920810505e-14
blood_wbc_count,12,112869780,112935344,PTPN11,5.492343167247339e-30
blood_wbc_count,13,28580587,28671088,FLT3,1.06272503523905e-18
blood_wbc_count,14,104027557,104028270,BAG5,1.41720291058078e-09
blood_wbc_count,15,64466574,64580583,CSNK1G1,4.39723292206323e-13
blood_wbc_count,17,37785622,37792096,PPP1R1B,4.62454398827176e-10
blood_wbc_count,17,37813338,37818561,STARD3,3.52232360920559e-14
blood_wbc_count,17,37939398,38013360,IKZF3,2.1278413146865e-17
blood_wbc_count,17,38121993,38131187,GSDMA,8.684775335265569e-179
blood_wbc_count,17,38231853,38250782,THRA,2.2996855553269906e-21
blood_wbc_count,17,38344485,38348353,RAPGEFL1,8.88824622791162e-08
blood_wbc_count,17,38638203,38650414,TNS4,4.91787887012856e-10
blood_wbc_count,17,40811781,40818699,TUBG2,5.79115633225769e-09
blood_wbc_count,17,56348106,56356502,MPO,3.6865443801580095e-18
blood_wbc_count,17,56383744,56405046,BZRAP1,8.62082436547951e-08
blood_wbc_count,18,60804334,60978979,BCL2,8.72615855129766e-08
blood_wbc_count,19,7831166,7831953,CLEC4M,6.027945698150461e-09
blood_wbc_count,19,16697834,16735394,MED26,6.52434902265454e-12
blood_wbc_count,19,45756763,45799910,MARK4,5.76991225349711e-12
blood_wbc_count,2,27505758,27526463,TRIM54,1.9137970304025904e-10
blood_wbc_count,2,28122890,28546682,BRE,4.43859964964127e-11
blood_wbc_count,2,113041461,113067622,ZC3H6,3.35119356709157e-08
blood_wbc_count,2,160596043,160611167,MARCH7,8.72835382337281e-11
blood_wbc_count,2,160634063,160742545,CD302,2.71181067029655e-12
blood_wbc_count,3,128344786,128356279,RPN1,9.719334900226111e-15
blood_wbc_count,5,131639843,131671662,SLC22A4,3.7175715058249795e-09
blood_wbc_count,5,131819800,131824486,IRF1,2.31193670763216e-10
blood_wbc_count,6,25850845,25864898,SLC17A3,3.2500794278078603e-09
blood_wbc_count,6,26501897,26509382,BTN1A1,8.62613979745375e-17
blood_wbc_count,6,27879200,27879982,OR2B2,6.38290018617482e-08
blood_wbc_count,6,29640951,29644502,ZFP57,2.48393951629817e-10
blood_wbc_count,6,29795636,29796327,HLA-G,4.4517907946811e-09
blood_wbc_count,6,30071330,30080274,TRIM31,6.10912487264414e-08
blood_wbc_count,6,30953105,30955929,MUC21,6.10714554423229e-16
blood_wbc_count,6,31079242,31080016,C6orf15,1.8466984507992905e-19
blood_wbc_count,6,31098832,31107648,PSORS1C1,8.24556131835949e-17
blood_wbc_count,6,31110391,31125257,CCHCR1,2.72877883948072e-51
blood_wbc_count,6,31127562,31130078,TCF19,5.157297556983522e-19
blood_wbc_count,6,31373985,31379059,MICA,2.62811329182103e-19
blood_wbc_count,6,31469468,31477681,MICB,1.7766881007626301e-19
blood_wbc_count,6,31496915,31497706,MCCD1,2.83996698229043e-18
blood_wbc_count,6,31498497,31507834,DDX39B,1.74119800357054e-23
blood_wbc_count,6,31513402,31514247,ATP6V1G2,1.63308102720567e-159
blood_wbc_count,6,31515799,31525448,NFKBIL1,1.45090257185588e-14
blood_wbc_count,6,31540556,31540784,LTA,1.22611875804409e-16
blood_wbc_count,6,31583224,31583931,AIF1,4.1809619953043604e-19
blood_wbc_count,6,31591808,31605199,PRRC2A,3.94888174943241e-48
blood_wbc_count,6,31631334,31632134,GPANK1,3.74889598635299e-17
blood_wbc_count,6,31655438,31669496,ABHD16A,2.55669146376585e-12
blood_wbc_count,6,31674944,31678073,LY6G6F,8.81848001307647e-16
blood_wbc_count,6,31708910,31728267,MSH5,5.87973630661916e-50
blood_wbc_count,6,31731881,31732207,C6orf26,2.7949339113351603e-42
blood_wbc_count,6,31736065,31741659,C6orf27,6.243147257260509e-12
blood_wbc_count,6,31850332,31864674,EHMT2,1.14369781073368e-39
blood_wbc_count,6,31868765,31912523,ZBTB12,2.989257960141e-31
blood_wbc_count,6,31915144,31918903,CFB,2.8237249911378004e-10
blood_wbc_count,6,31928148,31937037,SKIV2L,3.96305632246996e-26
blood_wbc_count,6,31937762,31939345,DOM3Z,2.37512413323374e-10
blood_wbc_count,6,32085278,32093922,ATF6B,7.39707246382521e-17
blood_wbc_count,6,32121659,32130329,PPT2,3.6238836236752e-32
blood_wbc_count,6,32134510,32135137,EGFL8,1.24534350186505e-43
blood_wbc_count,6,32146492,32148031,RNF5,1.3125231850759302e-44
blood_wbc_count,6,32149883,32151934,AGER,8.13206109409998e-39
blood_wbc_count,6,32154285,32157364,PBX2,1.81384564444197e-42
blood_wbc_count,6,32163274,32191457,NOTCH4,3.86565747413783e-52
blood_wbc_count,6,32261507,32339076,C6orf10,4.32275920495879e-53
blood_wbc_count,6,32549284,32554386,HLA-DRB1,5.618848439316441e-31
blood_wbc_count,6,32605326,32609813,HLA-DQA1,1.7563759521518199e-40
blood_wbc_count,6,32709964,32714143,HLA-DQA2,3.78056633869362e-13
