Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
bmi,3,49868804,49869243,TRAIP,1e-14
bmi,3,49928614,49940078,MST1R,1.430326745932575e-09
bmi,3,50005916,50112998,RBM6,1e-14
bmi,3,50721022,51410485,DOCK3,2.044048785787567e-08
bmi,3,62391092,62856408,CADPS,2.789657393975631e-12
bmi,3,85015779,86095584,CADM2,1e-14
bmi,3,131254432,131624120,CPNE4,2.326550507802949e-09
bmi,3,135974216,136032049,PCCB,1.5331399705331705e-08
bmi,3,136062523,136295540,STAG1,3.1699642910609776e-11
bmi,3,136677064,136720481,IL20RB,3.6202550512953735e-08
bmi,3,154010991,154040379,DHX36,6.978743916086216e-08
bmi,3,185770096,185815274,ETV5,2.271223653593779e-09
bmi,4,103174819,103262478,SLC39A8,1e-14
bmi,5,74648603,74655726,HMGCR,1e-14
bmi,5,74682474,74797907,COL4A3BP,1.412980843440437e-12
bmi,5,74979866,74998598,POC5,1e-14
bmi,5,88027278,88112542,MEF2C,6.217248937900878e-14
bmi,5,107197725,107715746,FBXL17,4.718003765447065e-12
bmi,5,133873107,133901939,PHF15,4.3029648510994896e-08
bmi,6,25812069,25826119,SLC17A1,4.563873456930878e-08
bmi,6,28117105,28121278,ZNF192,6.565614718567758e-11
bmi,6,31591808,31605199,PRRC2A,1.2034311214215164e-08
bmi,6,31850332,31864674,EHMT2,1.6212441389384935e-08
bmi,6,31868765,31912523,ZBTB12,1.1087164075718192e-08
bmi,6,31915144,31918903,CFB,4.167585831993392e-09
bmi,6,31928148,31937037,SKIV2L,4.858629054638186e-10
bmi,6,31937762,31939345,DOM3Z,8.770761894538738e-13
bmi,6,32146492,32148031,RNF5,3.443223262067363e-09
bmi,6,32149883,32151934,AGER,1.1707301794672276e-11
bmi,6,34498328,34499387,PACSIN1,4.200195746761892e-12
bmi,6,34559969,34657369,C6orf106,1e-14
bmi,6,34761675,34839644,UHRF1BP1,4.07740508023835e-12
bmi,6,40363394,40400288,LRFN2,1.1546319456101628e-14
bmi,6,50788262,50803050,TFAP2B,1e-14
bmi,6,51483961,51947237,PKHD1,8.018674613197163e-11
bmi,7,39076737,39503405,POU6F2,1.092885149045486e-08
bmi,7,75049359,75067858,POM121C,5.743825415294167e-10
bmi,7,99021623,99063739,ATP5J2-PTCD1,8.542691309898488e-08
bmi,7,99104686,99128918,ZKSCAN5,1.7746799585438564e-09
bmi,8,8646630,8749729,MFHAS1,1.209272570967812e-09
bmi,8,9414049,9634022,TNKS,2.7079596343071444e-08
bmi,8,9913362,10277269,MSRA,1e-14
bmi,8,10623771,10696515,PINX1,8.31913831156328e-08
bmi,8,10761287,11054397,XKR6,1.9984014443252815e-14
bmi,8,13950362,15094597,SGCZ,4.187405389100008e-08
bmi,8,116431304,116621561,TRPS1,2.549474387159023e-08
bmi,9,15564100,15970733,C9orf93,4.511835349774174e-12
bmi,9,130971586,131014606,DNM1,5.3783499542880975e-08
bp_diastolic,1,2994717,3349775,PRDM16,6.379387018640158e-10
bp_diastolic,1,8415682,8690933,RERE,8.253205452390944e-09
bp_diastolic,1,11850750,11863057,MTHFR,1e-14
bp_diastolic,1,11869230,11899033,CLCN6,1e-14
bp_diastolic,1,113017295,113054659,WNT2B,4.16131262781505e-09
bp_diastolic,1,113162494,113196896,CAPZA1,8.29053423689885e-08
bp_diastolic,1,153653250,153662423,NPR1,3.6481151433065406e-10
bp_diastolic,1,243306451,243386993,CEP170,1.0200507105651012e-11
bp_diastolic,1,243420388,243970371,SDCCAG8,9.079081930707388e-11
bp_diastolic,10,18431918,18828635,CACNB2,1e-14
bp_diastolic,10,63450774,63525288,C10orf107,4.407585407761872e-14
bp_diastolic,10,64927823,65220711,JMJD1C,1.9845147747332703e-09
bp_diastolic,10,65315397,65378695,REEP3,1.3567135193071067e-09
bp_diastolic,10,95796133,96083961,PLCE1,7.16093850883226e-13
bp_diastolic,11,9803394,10268593,SBF2,8.539835505416704e-11
bp_diastolic,12,90006225,90043098,ATP2B1,8.040033083744901e-10
bp_diastolic,12,111490653,111785515,CUX2,1.0782175152712624e-10
bp_diastolic,12,112869780,112935344,PTPN11,3.086420008457935e-14
bp_diastolic,12,123787811,123828792,SBNO1,1.937520122119452e-08
bp_diastolic,12,123902892,123919969,RILPL2,2.3176438546101963e-09
bp_diastolic,13,110802851,110956393,COL4A1,5.00805730219156e-10
bp_diastolic,15,42075839,42115747,MAPKBP1,5.7953022158940826e-08
bp_diastolic,15,42120342,42127734,JMJD7,1.0509639492006784e-08
bp_diastolic,15,69707451,69731500,KIF23,2.0144552692613612e-11
bp_diastolic,16,82662523,83211887,CDH13,1.7175749489339864e-08
bp_diastolic,17,3915612,4043868,ZZEF1,6.022448406639569e-08
bp_diastolic,17,43141634,43171154,NMT1,4.6312583990015816e-08
bp_diastolic,2,26924018,26948154,KCNK3,3.2996716470279346e-11
bp_diastolic,2,45880024,46411207,PRKCE,2.6660873508888017e-10
bp_diastolic,2,183012930,183376487,PDE1A,2.777644891871489e-09
bp_diastolic,20,10455168,10603750,C20orf94,1e-14
bp_diastolic,20,10621213,10650354,JAG1,2.3129609338923277e-11
bp_diastolic,20,47243597,47442003,PREX1,3.0261196437564315e-08
bp_diastolic,21,35091885,35253882,ITSN1,1.2305283236813125e-08
bp_diastolic,21,39759705,39945849,ERG,1.9641425375027666e-08
bp_diastolic,3,41298643,41989573,ULK4,1e-14
bp_diastolic,3,49597055,49701983,BSN,6.2356628749427045e-09
bp_diastolic,3,49737954,49749976,RNF123,7.882827723904029e-11
bp_diastolic,3,49768927,49771943,IP6K1,1e-14
bp_diastolic,3,49868804,49869243,TRAIP,5.838653782674896e-09
bp_diastolic,3,57768616,57882601,SLMAP,6.688500797658038e-08
bp_diastolic,3,122174804,122209664,KPNA1,1.1589815440693485e-08
bp_diastolic,4,17822919,17841948,NCAPG,4.866689384819267e-09
bp_diastolic,4,17848100,18013639,LCORL,4.8276244113409925e-09
bp_diastolic,4,101952025,102264870,PPP3CA,1.5725945989863988e-08
bp_diastolic,5,61718602,61921692,IPO11,1.368182456218392e-09
bp_diastolic,5,96293006,96363459,LNPEP,6.074435665581747e-08
bp_diastolic,5,122685727,122757242,CEP120,9.964662428529891e-11
bp_diastolic,5,148387612,148442297,SH3TC2,8.467762491193298e-09
bp_diastolic,6,25293399,25619463,LRRC16A,8.238423498951875e-09
bp_diastolic,6,25655059,25684405,SCGN,3.8278360148247266e-08
bp_diastolic,6,26091179,26094130,HFE,5.075423969991277e-09
bp_diastolic,6,26367218,26374549,BTN3A2,9.045295124021636e-08
bp_diastolic,6,27879200,27879982,OR2B2,7.409624025456195e-10
bp_diastolic,6,28094432,28097193,ZSCAN16,4.130240593980261e-11
bp_diastolic,6,28213918,28217797,ZKSCAN4,2.938589704903904e-09
bp_diastolic,6,28254862,28268824,PGBD1,3.929943792613244e-08
bp_diastolic,6,31513402,31514247,ATP6V1G2,2.7222668563808843e-13
bp_diastolic,6,31591808,31605199,PRRC2A,5.853475482098246e-10
bp_diastolic,6,31631334,31632134,GPANK1,5.417476911517838e-09
bp_diastolic,6,31736065,31741659,C6orf27,5.324185536892401e-12
bp_diastolic,6,32163274,32191457,NOTCH4,1.3198640180789312e-08
bp_diastolic,6,32261507,32339076,C6orf10,6.129447904790197e-08
bp_diastolic,6,32407906,32411362,HLA-DRA,1.5439210354628585e-08
bp_diastolic,6,32605326,32609813,HLA-DQA1,4.903043338000401e-08
bp_diastolic,6,32628189,32633970,HLA-DQB1,2.2482313899452322e-08
bp_diastolic,6,79659032,79784098,PHIP,2.1862149868212555e-09
bp_diastolic,7,150700515,150707488,NOS3,2.4756596772590456e-10
bp_diastolic,8,6264996,6500544,MCPH1,4.8291635135200295e-09
bp_systolic,1,2994717,3349775,PRDM16,1.9243051596617992e-09
bp_systolic,1,11850750,11863057,MTHFR,1e-14
bp_systolic,1,11869230,11899033,CLCN6,1e-14
bp_systolic,1,113017295,113054659,WNT2B,1.901201418519349e-10
bp_systolic,1,153653250,153662423,NPR1,1.2723155862204294e-13
bp_systolic,10,18431918,18828635,CACNB2,1e-14
bp_systolic,10,63450774,63525288,C10orf107,8.970602038971266e-14
bp_systolic,10,69562951,69585789,DNAJC12,4.753336502183458e-09
bp_systolic,10,75585307,75630111,CAMK2G,5.3132637289898816e-08
bp_systolic,10,95796133,96083961,PLCE1,1e-14
bp_systolic,10,102511959,102585037,PAX2,8.731995604360777e-08
bp_systolic,11,1874404,1907421,LSP1,1e-14
bp_systolic,11,9697344,9769562,SWAP70,2.1140906580896512e-08
bp_systolic,11,9803394,10268593,SBF2,1e-14
bp_systolic,11,47464284,47470345,RAPSN,4.9974903548744016e-08
bp_systolic,11,47701528,47736023,AGBL2,5.166126970657103e-09
bp_systolic,11,48011369,48180921,PTPRJ,2.239705976236905e-09
bp_systolic,11,130278773,130295821,ADAMTS8,6.666922569564804e-11
bp_systolic,12,89817213,89917518,POC1B,2.672528864877677e-12
bp_systolic,12,90006225,90043098,ATP2B1,1e-14
bp_systolic,16,24747504,24834233,TNRC6A,2.811906263389119e-11
bp_systolic,16,69844285,69970529,WWP2,2.3666585802217813e-08
bp_systolic,16,70497466,70513010,FUK,1.5315526624704034e-12
bp_systolic,16,75327916,75452534,CFDP1,4.30970148457277e-10
bp_systolic,17,1331384,1356602,CRK,3.520921743049854e-08
bp_systolic,17,1935204,1943880,DPH1,4.2653769405376345e-11
bp_systolic,17,1965542,2202943,SMG6,3.29687388500588e-11
bp_systolic,17,7129898,7134129,DVL2,5.6892449196155326e-08
bp_systolic,17,43141634,43171154,NMT1,1e-14
bp_systolic,17,43216281,43219912,ACBD4,2.886579864025407e-14
bp_systolic,17,44044058,44089281,MAPT,7.68645591620043e-10
bp_systolic,17,45000565,45017645,GOSR2,1.234568003383174e-13
bp_systolic,17,60718821,60755746,MRC2,2.4040257118329578e-08
bp_systolic,19,7119018,7284870,INSR,9.806822021118931e-12
bp_systolic,2,26924018,26948154,KCNK3,6.160183474435144e-12
bp_systolic,2,37395103,37415603,SULT6B1,1.8546577162936728e-08
bp_systolic,2,37489796,37543593,PRKD3,6.94094626219055e-09
bp_systolic,2,65296798,65308378,CEP68,1.2773512580999125e-08
bp_systolic,2,65315679,65353872,RAB1A,2.001578458532549e-09
bp_systolic,2,162481453,162831921,SLC4A10,2.030175183520555e-08
bp_systolic,3,14860707,14973512,FGD5,7.375566823952795e-11
bp_systolic,3,41298643,41989573,ULK4,4.93146437019476e-08
bp_systolic,3,124482957,124604858,ITGB5,7.406949498189873e-10
bp_systolic,4,17822919,17841948,NCAPG,2.3686541616996237e-09
bp_systolic,4,17848100,18013639,LCORL,7.068602592141815e-09
bp_systolic,5,32716535,32786389,NPR3,1.2723352482701957e-08
bp_systolic,5,111066697,111303082,C5orf13,7.162862081244725e-08
bp_systolic,6,25850845,25864898,SLC17A3,1.3349584992994325e-08
bp_systolic,6,31607111,31618761,BAG6,4.885203352955614e-12
bp_systolic,6,31674944,31678073,LY6G6F,3.5869304637614625e-08
bp_systolic,6,31736065,31741659,C6orf27,4.211551996036178e-09
bp_systolic,6,31834197,31844684,SLC44A4,4.965844402349262e-10
bp_systolic,6,79659032,79784098,PHIP,3.1055867433238404e-08
bp_systolic,6,117804797,117922337,DCBLD1,4.424611299569393e-08
bp_systolic,7,45954465,45957318,IGFBP3,5.4203528332408275e-08
bp_systolic,7,92246744,92461652,CDK6,2.930982123672265e-10
bp_systolic,7,131193485,131236179,PODXL,7.365347920451627e-08
bp_systolic,8,6264996,6500544,MCPH1,1.6634325805675587e-08
c_reactive_prot,1,39549983,39949254,MACF1,1e-14
c_reactive_prot,1,65733200,65875353,DNAJC6,1e-14
c_reactive_prot,1,66040934,66102257,LEPR,1e-14
c_reactive_prot,1,66379760,66838076,PDE4B,1e-14
c_reactive_prot,1,153613477,153615958,CHTOP,4.450600099570323e-08
c_reactive_prot,1,153784029,153794951,GATAD2B,1.1290524071227992e-10
c_reactive_prot,1,154134557,154164139,TPM3,3.284261751446138e-12
c_reactive_prot,1,154303228,154316996,ATP8B2,3.419486915845482e-14
c_reactive_prot,1,154382049,154423485,IL6R,1e-14
c_reactive_prot,1,154461480,154463784,SHE,1e-14
c_reactive_prot,1,154499947,154516404,TDRD10,1e-14
c_reactive_prot,1,154541839,154547292,CHRNB2,1e-14
c_reactive_prot,1,159146690,159168617,CADM3,1e-14
c_reactive_prot,1,159409757,159410340,OR10J1,1e-14
c_reactive_prot,1,247584591,247610829,NLRP3,1e-14
c_reactive_prot,10,90978270,91007339,LIPA,1e-14
c_reactive_prot,11,27679916,27736029,BDNF,2.449151992323096e-13
c_reactive_prot,11,47464284,47470345,RAPSN,1e-14
c_reactive_prot,11,47701528,47736023,AGBL2,1.7362300486212234e-10
c_reactive_prot,11,48011369,48180921,PTPRJ,1.0647704939970026e-11
c_reactive_prot,11,55540964,55541620,OR5D13,1.0504352943030426e-10
c_reactive_prot,12,6440009,6450203,TNFRSF1A,1.4617940524708216e-08
c_reactive_prot,12,56865338,56881614,GLS2,7.0892181014414746e-12
c_reactive_prot,12,56920939,56982290,RBMS2,6.257917595231532e-08
c_reactive_prot,12,95878179,95907193,METAP2,6.605813673843386e-10
c_reactive_prot,12,95915763,95927037,USP44,4.210073267785219e-08
c_reactive_prot,12,120430074,120508320,CCDC64,3.0386702820628386e-08
c_reactive_prot,12,120671647,120696245,PXN,1e-14
c_reactive_prot,12,121079806,121090195,CABP1,1e-14
c_reactive_prot,12,121208238,121334133,SPPL3,1e-14
c_reactive_prot,12,121416864,121438844,HNF1A,1e-14
c_reactive_prot,12,121445728,121454148,C12orf43,1e-14
c_reactive_prot,12,121458400,121476423,OASL,1e-14
c_reactive_prot,12,121579024,121622304,P2RX7,1e-14
c_reactive_prot,12,121648586,121670276,P2RX4,1e-14
c_reactive_prot,12,121680460,121710981,CAMKK2,1e-14
c_reactive_prot,12,121750088,121781489,ANAPC5,6.448581291174095e-08
c_reactive_prot,14,72433144,73026532,RGS6,3.017140981498301e-10
c_reactive_prot,14,73138189,73360071,DPF3,2.8676054975029786e-08
c_reactive_prot,14,94844843,94849201,SERPINA1,1e-14
c_reactive_prot,15,43818079,43820717,MAP1A,1e-14
c_reactive_prot,15,44856015,44944037,SPG11,5.85856660961781e-08
c_reactive_prot,15,53059310,53081800,ONECUT1,1.0857970078603783e-10
c_reactive_prot,15,60796818,61519574,RORA,1e-14
c_reactive_prot,16,29922011,29936654,KCTD13,1.2226453183217243e-10
c_reactive_prot,16,51171126,51175743,SALL1,1e-14
c_reactive_prot,16,53749128,54137949,FTO,1e-14
c_reactive_prot,16,69844285,69970529,WWP2,5.768748811973977e-10
c_reactive_prot,16,88520070,88601360,ZFPM1,3.3616653904999794e-09
c_reactive_prot,17,1621714,1640793,WDR81,6.533996677049457e-10
c_reactive_prot,17,1648294,1657653,SERPINF2,4.157600264065309e-09
c_reactive_prot,17,36048823,36103727,HNF1B,1e-14
c_reactive_prot,17,57940703,57965731,TUBD1,5.297573490992136e-11
c_reactive_prot,17,57973920,58022484,RPS6KB1,1.4368195522251878e-10
c_reactive_prot,17,72671620,72737755,RAB37,3.8147263126120384e-13
c_reactive_prot,17,76379869,76409312,PGS1,1.3247181129827368e-12
c_reactive_prot,19,19329924,19353979,NCAN,5.384204193603637e-10
c_reactive_prot,19,38229926,38246606,ZNF573,9.151798818773926e-08
c_reactive_prot,19,44832693,44842435,ZFP112,2.0181634141636096e-12
c_reactive_prot,19,45121297,45134110,IGSF23,1.2526178982952272e-09
c_reactive_prot,19,45284266,45299199,CBLC,1e-14
c_reactive_prot,19,45316372,45323471,BCAM,2.3087753930894902e-11
c_reactive_prot,19,45351516,45390333,PVRL2,1e-14
c_reactive_prot,19,45394969,45405062,TOMM40,1e-14
c_reactive_prot,19,45410002,45412079,APOE,1e-14
c_reactive_prot,19,45461980,45489674,CLPTM1,1e-14
c_reactive_prot,19,45543755,45573405,CLASRP,1.0791367799356523e-13
c_reactive_prot,19,45606231,45639716,LRRC68,1e-14
c_reactive_prot,19,45716364,45734433,EXOC3L2,1.9673151996357774e-13
c_reactive_prot,19,45756763,45799910,MARK4,1.1737688598856266e-10
c_reactive_prot,2,25046355,25141434,ADCY3,1.5255752217058216e-10
c_reactive_prot,2,26924018,26948154,KCNK3,2.7393975976508497e-11
c_reactive_prot,2,27323198,27326067,CGREF1,1e-14
c_reactive_prot,2,27423913,27430237,SLC5A6,2.0335955142058992e-11
c_reactive_prot,2,27505758,27526463,TRIM54,1e-14
c_reactive_prot,2,27587724,27590666,EIF2B4,1e-14
c_reactive_prot,2,27611454,27623999,PPM1G,6.394229590256373e-11
c_reactive_prot,2,27669137,27686911,IFT172,1e-14
c_reactive_prot,2,27799773,27801759,C2orf16,1e-14
c_reactive_prot,2,27815510,27834152,ZNF512,1e-14
c_reactive_prot,2,27887160,27907444,SLC4A1AP,1e-14
c_reactive_prot,2,28011829,28106866,RBKS,1e-14
c_reactive_prot,2,28122890,28546682,BRE,1e-14
c_reactive_prot,2,169788429,169869901,ABCB11,4.184230739667783e-11
c_reactive_prot,20,25177987,25205031,ENTPD6,4.392330943403522e-11
c_reactive_prot,20,42988702,43057480,HNF4A,1e-14
c_reactive_prot,20,44529912,44539492,PLTP,2.447306779451708e-08
c_reactive_prot,20,62194128,62199447,PRIC285,5.1656330435356785e-08
c_reactive_prot,20,62293272,62325833,RTEL1,1.5884182191783225e-08
c_reactive_prot,20,62340115,62364516,ZGPAT,1e-14
c_reactive_prot,20,62378349,62422080,ZBTB46,5.4656501546901375e-11
c_reactive_prot,22,38864513,38877582,KDELR3,1e-14
c_reactive_prot,22,38887057,38901526,DDX17,1.0880185641326534e-14
c_reactive_prot,22,38925719,38962551,DMC1,1e-14
c_reactive_prot,22,39090350,39094619,JOSD1,1e-14
c_reactive_prot,22,39107001,39120162,GTPBP1,1e-14
c_reactive_prot,3,9406836,9419354,THUMPD3,4.5537207560286674e-08
c_reactive_prot,3,49597055,49701983,BSN,6.180821288115368e-08
c_reactive_prot,3,49737954,49749976,RNF123,1.2247565184253515e-09
c_reactive_prot,3,49768927,49771943,IP6K1,1e-14
c_reactive_prot,3,49868804,49869243,TRAIP,1e-14
c_reactive_prot,3,50005916,50112998,RBM6,2.4507467610845882e-08
c_reactive_prot,3,50659586,50684811,MAPKAPK3,8.646585114568952e-09
c_reactive_prot,3,50721022,51410485,DOCK3,8.775390414328399e-09
c_reactive_prot,4,55524252,55602451,KIT,9.839377423936924e-09
c_reactive_prot,6,30912481,30920086,DPCR1,2.2079200689972822e-09
c_reactive_prot,6,31098832,31107648,PSORS1C1,1.318767317570746e-09
c_reactive_prot,6,31469468,31477681,MICB,2.0583534876550402e-13
c_reactive_prot,6,31496915,31497706,MCCD1,3.0320190802513025e-13
c_reactive_prot,6,31498497,31507834,DDX39B,1e-14
c_reactive_prot,6,31513402,31514247,ATP6V1G2,1.0436984609896172e-11
c_reactive_prot,6,31515799,31525448,NFKBIL1,3.5047964530576785e-11
c_reactive_prot,6,31583224,31583931,AIF1,4.82308835092482e-08
c_reactive_prot,6,31607111,31618761,BAG6,7.027711745877241e-13
c_reactive_prot,6,31736065,31741659,C6orf27,1.0480505352461479e-13
c_reactive_prot,6,31834197,31844684,SLC44A4,1e-14
c_reactive_prot,6,31850332,31864674,EHMT2,1.3122343656135628e-08
c_reactive_prot,6,32121659,32130329,PPT2,1e-14
c_reactive_prot,6,32134510,32135137,EGFL8,1.9488699543046548e-10
c_reactive_prot,6,32146492,32148031,RNF5,1.5772716466244674e-11
c_reactive_prot,6,32149883,32151934,AGER,1.7503776206240218e-11
c_reactive_prot,6,32163274,32191457,NOTCH4,7.782452460247669e-10
c_reactive_prot,6,32261507,32339076,C6orf10,1e-14
c_reactive_prot,6,32407906,32411362,HLA-DRA,2.5091040356528535e-14
c_reactive_prot,6,32628189,32633970,HLA-DQB1,3.986366792219087e-12
c_reactive_prot,6,32709964,32714143,HLA-DQA2,1.6043028017165282e-09
c_reactive_prot,6,32724719,32730392,HLA-DQB2,6.328197121874268e-08
c_reactive_prot,6,116278118,116371630,FRK,1.1196676918956427e-09
c_reactive_prot,6,126317349,126332554,TRMT11,7.677105617887037e-09
c_reactive_prot,6,130400442,130448853,L3MBTL3,2.6483910620100914e-09
c_reactive_prot,7,22854209,22860111,TOMM7,2.688486544499824e-09
c_reactive_prot,7,72864869,72934080,BAZ1B,1e-14
c_reactive_prot,7,72951881,72971231,BCL7B,3.1530333899354446e-14
c_reactive_prot,7,73012042,73026378,MLXIPL,1e-14
c_reactive_prot,7,99104686,99128918,ZKSCAN5,7.739485941016255e-08
c_reactive_prot,7,99250475,99272310,CYP3A5,2.0316123339192416e-08
c_reactive_prot,7,150324825,150325454,GIMAP6,4.2177409786958726e-08
c_reactive_prot,8,8646630,8749729,MFHAS1,7.302208793191768e-08
c_reactive_prot,8,9414049,9634022,TNKS,1.7459367285255212e-12
c_reactive_prot,8,9913362,10277269,MSRA,1e-14
c_reactive_prot,8,10761287,11054397,XKR6,2.962269429751529e-09
c_reactive_prot,8,11575840,11614575,GATA4,1.3058530479170828e-08
c_reactive_prot,8,11634809,11639188,NEIL2,2.7949376146807476e-10
c_reactive_prot,8,126122655,126378360,NSMCE2,6.697416887746499e-08
calcium,1,21552149,21671184,ECE1,3.540834292437012e-12
calcium,1,43395635,43422981,SLC2A1,8.875122858853501e-13
calcium,1,150651482,150658971,GOLPH3L,1.0704934716443404e-09
calcium,1,150724531,150737220,CTSS,1.3445911051235269e-12
calcium,1,150784620,150808889,ARNT,7.273959212739101e-12
calcium,1,150984035,151006691,PRUNE,1.3944838062052156e-08
calcium,1,151009208,151015868,BNIPL,1e-14
calcium,1,151062383,151084781,GABPB2,1e-14
calcium,1,155026942,155033918,ADAM15,1e-14
calcium,1,155160556,155162067,MUC1,1e-14
calcium,1,226832065,226924642,ITPKB,6.587619338915829e-11
calcium,10,8099177,8115908,GATA3,1.858302400847833e-10
calcium,10,65315397,65378695,REEP3,7.340669239130905e-08
calcium,10,100179851,100202987,HPS1,2.5136807857428778e-08
calcium,11,2972899,2993353,NAP1L4,1.1251000131551336e-12
calcium,11,13412302,13464872,BTBD10,1e-14
calcium,11,47383373,47397005,SPI1,5.4785509462362825e-11
calcium,11,65349756,65359535,EHBP1L1,7.166162996341541e-09
calcium,11,65366882,65380248,MAP3K11,9.84347048316181e-10
calcium,11,68662384,68670389,MRPL21,2.3451261155216233e-08
calcium,11,126202361,126211727,DCPS,1e-14
calcium,12,49048738,49072794,C12orf41,3.2078784073519277e-12
calcium,12,123472472,123519112,PITPNM2,1e-14
calcium,14,94642417,94742263,PPP4R4,5.4733995114020224e-14
calcium,14,94844843,94849201,SERPINA1,1e-14
calcium,15,43818079,43820717,MAP1A,1e-14
calcium,15,49285001,49332423,SECISBP2L,6.232814264706121e-11
calcium,15,49448908,49620200,GALK2,2.3283708294741242e-11
calcium,15,49625930,49845874,C15orf33,6.883119962886042e-09
calcium,15,51507874,51533007,CYP19A1,1.8041115268374599e-09
calcium,16,88494947,88504850,ZNF469,4.468915171251808e-08
calcium,16,88520070,88601360,ZFPM1,2.960742762070368e-12
calcium,16,89643464,89661537,CPNE7,9.227383190868466e-09
calcium,16,89789506,89804624,ZNF276,2.7183223116900024e-08
calcium,16,89805914,89880844,FANCA,7.176286009880073e-09
calcium,17,1621714,1640793,WDR81,1e-14
calcium,17,1648294,1657653,SERPINF2,1e-14
calcium,17,1965542,2202943,SMG6,6.845789268794533e-09
calcium,17,37438037,37554241,FBXL20,1.705378516181355e-08
calcium,17,67081278,67125337,ABCA6,5.208611320028922e-12
calcium,19,3096250,3119198,GNA11,1e-14
calcium,19,19789528,19790178,ZNF101,2.599711335093957e-09
calcium,19,35535289,35555683,HPN,1e-14
calcium,19,38810700,38817876,KCNK6,5.324496399339296e-11
calcium,19,50034766,50045979,RCN3,2.1027624086400465e-13
calcium,19,50109230,50123590,PRR12,2.3099233636969527e-10
calcium,2,27505758,27526463,TRIM54,6.08372019428316e-10
calcium,2,27587724,27590666,EIF2B4,1e-14
calcium,2,27669137,27686911,IFT172,1e-14
calcium,2,27799773,27801759,C2orf16,1e-14
calcium,2,27815510,27834152,ZNF512,1e-14
calcium,2,28122890,28546682,BRE,1e-14
calcium,2,61177850,61222736,PUS10,1.732268550824756e-09
calcium,2,61304271,61356652,KIAA1841,6.196309887407382e-08
calcium,2,61416753,61695900,USP34,1e-14
calcium,2,96795608,96798440,ASTL,8.579097432459547e-10
calcium,2,97271090,97292386,KIAA1310,2.2816193379071592e-12
calcium,2,97545306,97638495,FAM178B,1.887379141862766e-14
calcium,2,98373842,98589924,TMEM131,2.972713186721876e-10
calcium,2,113978940,114034627,PAX8,2.6301183453369963e-13
calcium,2,121036333,121048712,RALB,6.5989436137670054e-12
calcium,2,233604889,233721525,GIGYF2,4.9921903055860646e-08
calcium,2,234171812,234199537,ATG16L1,1e-14
calcium,2,234219952,234246503,SAG,1e-14
calcium,2,234273242,234375944,DGKD,1e-14
calcium,2,234394111,234449316,USP40,1e-14
calcium,2,242349333,242416361,FARP2,1.7416628139699242e-08
calcium,20,52781091,52790005,CYP24A1,1e-14
calcium,3,12393125,12475557,PPARG,1.965094753586527e-13
calcium,3,113251935,113346005,SIDT1,2.8141912133961e-09
calcium,3,120633847,121124369,STXBP5L,1.2297170837172189e-08
calcium,3,121351257,121357621,HCLS1,1e-14
calcium,3,121404501,121449011,GOLGB1,1e-14
calcium,3,121491112,121541532,IQCB1,1e-14
calcium,3,121559769,121576421,EAF2,1e-14
calcium,3,121713506,121740065,ILDR1,1e-14
calcium,3,121784607,121830755,CD86,1e-14
calcium,3,121983674,122003757,CASR,1e-14
calcium,3,122044382,122060404,CSTA,1e-14
calcium,3,122103120,122128394,FAM162A,1e-14
calcium,3,122174804,122209664,KPNA1,1e-14
calcium,3,122251838,122277539,PARP9,1e-14
calcium,3,122283812,122290579,DTX3L,1e-14
calcium,3,122296638,122354792,PARP15,1e-14
calcium,3,122632436,122676288,SEMA5B,1.971187435501065e-09
calcium,3,135721036,135854035,PPP2R3A,3.078648447285559e-13
calcium,3,135974216,136032049,PCCB,2.368105711525459e-13
calcium,3,136062523,136295540,STAG1,2.242650509742816e-14
calcium,3,186296358,186301477,DNAJB11,1.0445217579757582e-08
calcium,3,186331781,186338382,AHSG,1e-14
calcium,4,3318726,3434931,RGS12,8.392608830121162e-11
calcium,4,3443993,3451109,HGFAC,1e-14
calcium,4,3469443,3494898,DOK7,1e-14
calcium,4,3516559,3532784,LRPAP1,6.667487228995128e-09
calcium,4,17848100,18013639,LCORL,5.39355227147098e-10
calcium,4,102713097,102975423,BANK1,1.1871038041455506e-08
calcium,4,103174819,103262478,SLC39A8,1e-14
calcium,5,133873107,133901939,PHF15,7.046585537295869e-12
calcium,6,31631334,31632134,GPANK1,4.273647946639869e-08
calcium,6,34287912,34354073,NUDT3,4.1731840205727615e-11
calcium,6,74406847,74527398,CD109,1e-14
calcium,6,125330921,125402711,RNF217,2.0376585196935082e-08
calcium,6,134492635,134635553,SGK1,4.868876191110871e-09
calcium,7,65541307,65552497,ASL,2.55351295663786e-14
calcium,7,65582375,65614651,CRCP,1e-14
calcium,7,65714941,65810620,TPST1,1e-14
calcium,7,66095738,66103475,KCTD7,1e-14
calcium,7,77476576,77575166,PHTF2,4.91195972784908e-12
calcium,7,106847716,107168335,COG5,3.993364638965602e-09
calcium,8,21790538,21859907,XPO7,2.0320387150718492e-08
calcium,8,106340688,106810790,ZFPM2,7.955347491872544e-11
calcium,9,71439349,71622226,PIP5K1B,2.1294628282930717e-09
calcium,9,80340387,80632975,GNAQ,1e-14
calcium,9,97529670,97839797,C9orf3,1e-14
cholesterol,1,25799051,25813064,TMEM57,3.152252836535752e-08
